"date","series_id","value","realtime_start","realtime_end"
2025-11-27,"DTB3",NA,2026-03-11,2026-03-11
2025-11-28,"DTB3",3.73,2026-03-11,2026-03-11
2025-12-01,"DTB3",3.71,2026-03-11,2026-03-11
2025-12-02,"DTB3",3.68,2026-03-11,2026-03-11
2025-12-03,"DTB3",3.64,2026-03-11,2026-03-11
2025-12-04,"DTB3",3.63,2026-03-11,2026-03-11
2025-12-05,"DTB3",3.62,2026-03-11,2026-03-11
2025-12-08,"DTB3",3.64,2026-03-11,2026-03-11
2025-12-09,"DTB3",3.64,2026-03-11,2026-03-11
2025-12-10,"DTB3",3.6,2026-03-11,2026-03-11
2025-12-11,"DTB3",3.58,2026-03-11,2026-03-11
2025-12-12,"DTB3",3.54,2026-03-11,2026-03-11
2025-12-15,"DTB3",3.56,2026-03-11,2026-03-11
2025-12-16,"DTB3",3.56,2026-03-11,2026-03-11
2025-12-17,"DTB3",3.55,2026-03-11,2026-03-11
2025-12-18,"DTB3",3.53,2026-03-11,2026-03-11
2025-12-19,"DTB3",3.54,2026-03-11,2026-03-11
2025-12-22,"DTB3",3.56,2026-03-11,2026-03-11
2025-12-23,"DTB3",3.56,2026-03-11,2026-03-11
2025-12-24,"DTB3",3.6,2026-03-11,2026-03-11
2025-12-25,"DTB3",NA,2026-03-11,2026-03-11
2025-12-26,"DTB3",3.56,2026-03-11,2026-03-11
2025-12-29,"DTB3",3.57,2026-03-11,2026-03-11
2025-12-30,"DTB3",3.55,2026-03-11,2026-03-11
2025-12-31,"DTB3",3.57,2026-03-11,2026-03-11
2026-01-01,"DTB3",NA,2026-03-11,2026-03-11
2026-01-02,"DTB3",3.54,2026-03-11,2026-03-11
2026-01-05,"DTB3",3.54,2026-03-11,2026-03-11
2026-01-06,"DTB3",3.53,2026-03-11,2026-03-11
2026-01-07,"DTB3",3.52,2026-03-11,2026-03-11
2026-01-08,"DTB3",3.52,2026-03-11,2026-03-11
2026-01-09,"DTB3",3.52,2026-03-11,2026-03-11
2026-01-12,"DTB3",3.56,2026-03-11,2026-03-11
2026-01-13,"DTB3",3.57,2026-03-11,2026-03-11
2026-01-14,"DTB3",3.57,2026-03-11,2026-03-11
2026-01-15,"DTB3",3.57,2026-03-11,2026-03-11
2026-01-16,"DTB3",3.57,2026-03-11,2026-03-11
2026-01-19,"DTB3",NA,2026-03-11,2026-03-11
2026-01-20,"DTB3",3.59,2026-03-11,2026-03-11
2026-01-21,"DTB3",3.59,2026-03-11,2026-03-11
2026-01-22,"DTB3",3.6,2026-03-11,2026-03-11
2026-01-23,"DTB3",3.59,2026-03-11,2026-03-11
2026-01-26,"DTB3",3.59,2026-03-11,2026-03-11
2026-01-27,"DTB3",3.58,2026-03-11,2026-03-11
2026-01-28,"DTB3",3.59,2026-03-11,2026-03-11
2026-01-29,"DTB3",3.59,2026-03-11,2026-03-11
2026-01-30,"DTB3",3.58,2026-03-11,2026-03-11
2026-02-02,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-03,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-04,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-05,"DTB3",3.59,2026-03-11,2026-03-11
2026-02-06,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-09,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-10,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-11,"DTB3",3.61,2026-03-11,2026-03-11
2026-02-12,"DTB3",3.61,2026-03-11,2026-03-11
2026-02-13,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-16,"DTB3",NA,2026-03-11,2026-03-11
2026-02-17,"DTB3",3.61,2026-03-11,2026-03-11
2026-02-18,"DTB3",3.61,2026-03-11,2026-03-11
2026-02-19,"DTB3",3.61,2026-03-11,2026-03-11
2026-02-20,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-23,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-24,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-25,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-26,"DTB3",3.6,2026-03-11,2026-03-11
2026-02-27,"DTB3",3.59,2026-03-11,2026-03-11
2026-03-02,"DTB3",3.61,2026-03-11,2026-03-11
2026-03-03,"DTB3",3.6,2026-03-11,2026-03-11
2026-03-04,"DTB3",3.6,2026-03-11,2026-03-11
2026-03-05,"DTB3",3.59,2026-03-11,2026-03-11
2026-03-06,"DTB3",3.58,2026-03-11,2026-03-11
2026-03-09,"DTB3",3.61,2026-03-11,2026-03-11
